start,end,text
1672.42,1673.7, And he did.
1673.7,1676.0200000000002, So the three set out some troops from Vang Han.
1676.02,1678.18," He himself did not go, he was too old,"
1678.18,1679.62, but he sent some troops.
1679.62,1682.22," And then Jamukha and his troops,"
1682.22,1684.98, and then basically just Temujin and his family.
1684.98,1687.82," He just had his brothers, that's all."
1687.82,1692.06," They set off to find the Merkit people up the Seleng River,"
1692.06,1696.22, which flows into Siberia and on into Lake Baikal.
1696.22,1699.58, They had to go through some extremely rough territory.
1699.58,1703.1399999999999," And you see in this episode though,"
1703.3000000000002,1708.3000000000002, Jamukha is already a little bit fierce
1708.94,1711.8600000000001, without necessarily thinking it through carefully.
1713.5400000000002,1715.9, He gives this long speech about all the things
1715.9,1717.9, they're gonna do to the Merkit people.
1717.9,1721.8200000000002, We're gonna jump through the smoke hole
1721.8200000000002,1723.0600000000002, in the top of the gear.
1723.0600000000002,1725.5800000000002, We're gonna jump in there and we're gonna kill them all.
1725.5800000000002,1728.3400000000001, We're gonna kill the men and the women and the children.
1728.3400000000001,1730.8200000000002, We will destroy these people forever.
1730.82,1735.26, He has an extremely militant rhetoric at least.
1735.26,1738.1399999999999, And he's also rather critical of the elder people.
1738.1399999999999,1740.3799999999999, Vang Han's people came late
1740.3799999999999,1743.7, and he gave them this long lecture about we are Mongols
1743.7,1748.3," and if we give our word, our word is our promise forever."
1748.3,1751.74," And rain or sleet or snow, it doesn't matter."
1751.74,1753.1399999999999, We be there on time.
1754.4199999999998,1757.62, So he's dressing down his superiors.
1757.6200000000001,1761.94," He's very aggressive, but he's very helpful."
1761.94,1765.74," So these troops, they move in on the Merkit camp."
1765.74,1768.3400000000001, They also come in at night.
1768.3400000000001,1771.8200000000002, And so there's a small amount of warning
1771.8200000000002,1773.3400000000001, because some men are out hunting.
1773.3400000000001,1777.0200000000002, He sables the Merkit men and they race back to the camp
1777.0200000000002,1779.94, and they tell the people and the people are getting ready
1779.94,1782.5000000000002, to get out as fast as possible.
1782.5000000000002,1785.1000000000001, So Bershta has no idea who's coming.
1785.1000000000001,1786.98, She doesn't wanna be kidnapped again.
1786.98,1788.74," She says, somebody."
1788.74,1793.06, So she and the grandmother go action again.
1793.06,1797.14," And so she goes, they're loaded into a cart to go away."
1797.14,1801.02, So Temujin comes in and there's a full moon that night
1801.02,1802.82, so they could see what they're doing.
1802.82,1805.38, And he's really searching for her.
1805.38,1808.1, He's not paying too much attention to the battle.
1808.1,1813.02, And he's calling for her and she hears his voice.
1813.02,1814.42, She knows who it is.
1814.46,1817.74, She jumps off the cart and she runs to him
1817.74,1821.9," and they're reunited and he grabs her, embraces her."
1821.9,1824.38," And then he said, this is the goal."
1824.38,1825.9, This is why we are here.
1825.9,1828.46, We don't need anything else.
1828.46,1830.26, He was very clear about that.
1831.14,1836.14, And that was his first full-on military engagement.
1838.02,1839.38," Yes, aside from the things,"
1839.38,1842.3000000000002," yes, his first full-on military engagement."
1842.3,1847.3," Now along the way, in addition to escaping all these horrors,"
1847.46,1851.74," he had killed his older half-brother, Begter."
1851.74,1854.78, And that too was a deeply formative experience.
1854.78,1856.02, So what was that about?
1856.02,1858.58, Can you explain in Mongol society
1858.58,1862.94, the role of the older brother and the power struggle there
1862.94,1866.22," and not to moralize, but there's also"
1866.94,1871.94, the ethical foundation behind the murder?
1872.82,1874.38," The killing of Begter,"
1874.38,1876.46, that's one of the things that's totally unknown
1876.46,1879.02, outside of the secret history of the Mongols.
1879.02,1880.58," None of the Persian chronicles,"
1880.58,1882.46," none of the Chinese chronicles,"
1882.46,1883.82, none of them knew about this
1883.82,1888.58, until the secret history was deciphered and translated.
1888.58,1892.9, But Begter was the older child of Sotchigul.
1893.9,1896.3000000000002, The older brother has complete authority
1896.3000000000002,1899.7800000000002, over the younger siblings in Mongolian society.
1899.7800000000002,1902.3000000000002, They have to refer to him with a special pronoun
1902.3000000000002,1905.8600000000001," all the time, ta, and he refers to them as chi."
1905.8600000000001,1908.5800000000002, It's like a formality.
1908.5800000000002,1911.3000000000002," And his word goes, he is the father"
1911.3000000000002,1913.6200000000001, in the absence of the father.
1913.6200000000001,1918.6200000000001, But also it's quite common that if a man dies
1918.8600000000001,1920.9," and his brothers, he has no brothers"
1920.9,1924.26," or his brothers do not marry his widow,"
1924.26,1927.66," then if he has a son by another wife,"
1927.66,1930.8600000000001, she will become his wife.
1930.8600000000001,1933.98, So it would have been common that Begter eventually
1933.98,1936.14, when he passed through puberty
1936.14,1939.5800000000002, would then perhaps marry Mother Erlun.
1941.3000000000002,1945.46," Now, I don't know that that happened,"
1945.46,1947.5800000000002, but I think either it did
1947.5800000000002,1950.7800000000002, or Temujin was trying to prevent it
1950.82,1952.82," because it was bad enough that he was the older brother,"
1952.82,1955.46, but he becomes the older brother and a stepfather.
1955.46,1957.82, I think Temujin just couldn't handle that.
1957.82,1961.02," And he was already, Begter was ordering him around,"
1961.02,1963.46, so he would take things like a fish
1963.46,1966.02, or a bird that Temujin had caught.
1966.02,1971.02, And that's perfectly acceptable in the Mongol hierarchy.
1971.26,1973.82, So Temujin would catch a fish
1973.82,1976.22, and Begter would take the fish.
1976.22,1977.98," Yes, it's only recorded once,"
1977.98,1979.62, but perhaps it happened several times.
1979.6200000000001,1983.0600000000002," So that's an okay thing to do for an older brother,"
1983.0600000000002,1984.22, just take stuff.
1984.22,1985.98," Yes, he can do anything he wants"
1985.98,1988.0600000000002, just about with his younger siblings.
1991.7,1993.6200000000001, But Temujin is not gonna stand for it.
1993.6200000000001,1995.9," So mostly in the record,"
1995.9,1999.14," they kind of put the blame on this fish,"
1999.14,2002.0600000000002, which I'm not so sure that's really the blame.
2002.0600000000002,2004.7, And the boys had actually taken the sewing needles
2004.7,2007.5400000000002," from their mother, they were using them for fishing."
2007.54,2011.26, And I think it's more complicated than that.
2011.26,2012.54," But for whatever reason,"
2012.54,2017.54," he and his next brother, Hasser, decided to kill him."
2017.58,2018.6599999999999, And they did.
2018.6599999999999,2020.98, Why to you is it more complicated than that?
2020.98,2023.98, It feels to me like stealing of a fish
2023.98,2025.82, is like the final straw.
2025.82,2030.78," Here he's being abused over and over and over,"
2030.78,2032.82, and the fish is a symbol of that.
2032.82,2036.6599999999999, And so here he takes matters into his own hands.
2036.66,2038.3000000000002," I think it is the symbol of that,"
2038.3000000000002,2041.5800000000002, and it can be the thing that pushes him over the edge.
2041.5800000000002,2043.26, But it's all these other tensions
2043.26,2045.7, of what's going on with the family.
2045.7,2049.06," Because they shoot him with arrows, they kill him."
2049.06,2052.7000000000003, But what happens afterwards is also interesting
2052.7000000000003,2054.9," for the dynamics of what was going on before,"
2054.9,2058.62, because we hear nothing from Sotchigo.
2058.62,2061.38," She and her younger son, Belgetai,"
2061.38,2063.86," they stay with the family, they don't go away."
2063.94,2067.86," The one who is outraged is Mother Erlun, his mother."
2067.86,2070.02, She screams and hollers at him
2070.02,2073.94, in the longest kind of tirade you can imagine
2073.94,2076.6600000000003, about you will never have anybody in your life
2076.6600000000003,2078.38, except your own shadow.
2078.38,2082.82, And you are worse than everything that she could name.
2082.82,2084.2200000000003, They could be worse than.
2084.2200000000003,2087.6200000000003, She was outraged and went on and on and on about it.
2087.6200000000003,2092.6200000000003, So she was obviously extremely distressed about it.
2092.9,2095.7," Whereas Sotchigo, the mother of the boy,"
2095.7,2097.2599999999998," she may have been distressed, I don't know,"
2097.2599999999998,2100.58, but nothing is shown up in the record.
2100.58,2102.06, So he does have this episode
